name,prompt,negative_prompt
"Aesthetic | Eldercore","eldercore aesthetic, elderly and senior imagery, senior lifestyle, elderly care, senior activities, elderly fashion, elder aesthetics, senior-focused, elderly appreciation, elder lifestyle, senior culture, elderly wisdom, senior living","youth, teenager, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Electrowave","electrowave aesthetic, electronic music wave imagery, electronic music culture, electronic music aesthetics, electronic music visuals, electronic music focused, electronic music themed, electronic music wave, electronic music appreciation","acoustic, organic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Elfcore","elfcore aesthetic, elf imagery, fantasy elf, magical elf, forest dwelling, magical forest, fantasy realm, magical creature, fantasy aesthetics, elf culture, magical and mystical, fantasy lifestyle","human, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Emaciatedcore","emaciatedcore aesthetic, extremely thin imagery, malnourished appearance, very skinny, underweight focus, emaciated look, thin and frail, emaciated aesthetics, unhealthy thinness, emaciated state, extremely lean","healthy, robust, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Emojicore","emojicore aesthetic, emoji imagery, emoji-focused, emoji-centric, emoji culture, emoji lifestyle, emoji aesthetics, emoji-themed, emoji appreciation, emoji-centric, emoji-focused, emoji lifestyle","text-only, non-graphic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Emulationcore","emulationcore aesthetic, retro gaming emulation, emulator imagery, retro console emulation, gaming nostalgia, emulator aesthetics, retro gaming, emulator culture, emulation-focused, emulator-themed, retro gaming appreciation","modern gaming, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Escapistcore","escapistcore aesthetic, escapism imagery, escape-focused, escaping reality, fantasy escape, escape aesthetics, escapism culture, escape-themed, escapist lifestyle, escaping from reality, escape-oriented","realistic, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Ethereal","ethereal aesthetic, ethereal imagery, otherworldly, celestial, angelic, divine, spiritual, transcendent, heavenly, divine beauty, ethereal beauty, spiritual and celestial, otherworldly and divine, ethereal and spiritual","earthly, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fairy Tale Chronicles","Fairy tale chronicles art style, digital painting, storybook-like illustration, charming character, vibrant and pastel colors, whimsical environments, detailed and imaginative scenes, professional-grade execution, creates an enchanting and narrative-driven world","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fairycore","fairycore aesthetic, magical forest imagery, soft pastel colors, butterfly wings, mushroom houses, sparkling light effects, whimsical nature, ethereal beings, enchanted gardens, dreamy atmosphere, childlike wonder, fantasy romance, delicate florals","dark, gritty, urban, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fallacycore","fallacycore aesthetic, logical fallacy imagery, fallacy-focused, fallacy-themed, logical fallacy aesthetics, fallacy culture, logical fallacy appreciation, fallacy lifestyle, logical fallacy visuals, fallacy-oriented","logical, rational, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fantasy","fantasy aesthetic, fantasy imagery, magical, mythical, fantasy realm, fantasy world, fantasy creatures, fantasy landscapes, magical and mythical, fantasy-focused, fantasy-themed, fantasy culture, fantasy lifestyle, fantasy appreciation","realistic, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fastcore","fastcore aesthetic, fast-paced imagery, speed-focused, rapid movement, quick and fast, fast aesthetics, fast culture, speed-themed, fastcore lifestyle, rapid and swift, fast-paced and quick, speed-oriented","slow, calm, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fatcore","fatcore aesthetic, obesity imagery, overweight focus, chubby appreciation, plus-size aesthetics, body-positive, fat acceptance, chubby lifestyle, obesity culture, plus-size appreciation, fat-focused, obesity-themed","thin, skinny, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Feathercore","feathercore aesthetic, feather imagery, feather-focused, feather appreciation, feather aesthetics, feather culture, feather lifestyle, feather-themed, feather appreciation, feather-centric, feather-focused, feather lifestyle","non-feather, solid, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Ferncore","ferncore aesthetic, fern-focused botanical imagery, lush green fronds, dappled forest light, Victorian botanical illustration influence, peaceful woodland scenes, detailed plant studies, calming and restorative, natural elegance, quiet growth","urban, neon, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fidgetcore","fidgetcore aesthetic, fidget toys imagery, fidget-focused, fidget toy appreciation, fidget toy aesthetics, fidget culture, fidget lifestyle, fidget-themed, fidget toy collection, fidget-centric, fidget-focused, fidget lifestyle","calm, still, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Firecore","firecore aesthetic, flame and ember imagery, warm orange and red tones, dancing firelight, cozy hearth vibes, transformative energy, campfire nights, candlelight ambiance, passionate and intense, purifying flames, primal warmth","cold, icy, blue, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fishcore","fishcore aesthetic, fish imagery, aquatic life, underwater scenes, fish-focused, fish appreciation, fish aesthetics, fish culture, fish lifestyle, aquatic aesthetics, underwater beauty, fish-themed","land-based, desert, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fishingcore","fishingcore aesthetic, fishing imagery, angling, fishing gear, fishing lifestyle, fishing culture, fishing aesthetics, fishing appreciation, fishing-themed, fishing-focused, fishing lifestyle, angling culture","urban, indoor, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Flamecore","flamecore aesthetic, flame imagery, fire-focused, flame appreciation, flame aesthetics, flame culture, flame lifestyle, flame-themed, flame appreciation, flame-centric, flame-focused, flame lifestyle","water, ice, cold, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Flashcore","flashcore aesthetic, Adobe Flash imagery, Flash animation, Flash culture, Flash aesthetics, Flash-themed, Flash-focused, Flash appreciation, Flash animation style, Flash-based, Flash-related, Flash nostalgia","modern, HTML5, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Forestcore","forestcore aesthetic, woodland immersion, moss and fern textures, dappled sunlight, ancient trees, earthy color palette, natural tranquility, foraging vibes, woodland creatures, organic patterns, grounding and peaceful","urban, artificial, neon, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Fractalcore","fractalcore aesthetic, fractal imagery, infinite recursive patterns, mathematical beauty, abstract composition, Mandelbrot and Julia sets, self-similarity at all scales, vibrant psychedelic colors, cosmic and organic fusion, hypnotic complexity, digital art techniques, natural fractal forms, infinite detail","simple, flat, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, low detail, basic"
"Aesthetic | Frutiger Aero","Frutiger Aero aesthetic, glossy web 2.0 design, skeuomorphic icons, blue skies with clouds, water droplets, lens flares, optimistic futurism, Windows Vista/7 era, smooth gradients, tropical fish, eco-futurism, clean and shiny digital art","grungy, distressed, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
